held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,1.0,1.0,1.0,1.0
Benign::rep5,Benign,10,0.8,0.8,0.4444,0.8889
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.8462,0.7857,0.8042,0.8376
Cerber::rep2,Cerber,15,0.8,0.625,0.5775,0.7422
Cerber::rep3,Cerber,16,0.8125,0.6111,0.5837,0.762
Cerber::rep4,Cerber,16,0.6875,0.5259,0.5123,0.6645
Cerber::rep5,Cerber,16,0.9375,0.9444,0.9501,0.9365
Dharma::rep1,Dharma,16,0.75,0.746,0.746,0.75
Dharma::rep2,Dharma,16,0.8125,0.8167,0.5585,0.8388
Dharma::rep3,Dharma,16,0.875,0.6111,0.5936,0.8454
Dharma::rep4,Dharma,16,0.875,0.8864,0.8864,0.875
Dharma::rep5,Dharma,16,0.8125,0.6439,0.6201,0.7946
Jigsaw::rep1,Jigsaw,16,0.9375,0.9167,0.9,0.9375
Jigsaw::rep2,Jigsaw,16,0.875,0.7917,0.831,0.8673
Jigsaw::rep3,Jigsaw,16,0.9375,0.875,0.881,0.9315
Jigsaw::rep4,Jigsaw,16,0.9375,0.9167,0.8667,0.9417
Jigsaw::rep5,Jigsaw,16,0.8125,0.75,0.7679,0.7991
WannaCry::rep1,WannaCry,16,0.875,0.8958,0.8393,0.881
WannaCry::rep2,WannaCry,16,0.9375,0.95,0.9444,0.9375
WannaCry::rep3,WannaCry,16,0.875,0.8125,0.8314,0.8674
WannaCry::rep4,WannaCry,16,0.8125,0.7625,0.7639,0.8194
WannaCry::rep5,WannaCry,16,0.9375,0.875,0.8889,0.9306
