TreeDepth,Offset,Name
0,0x84800005f0c0,\\Windows\\System32\\en-US\\user32.dll.mui
0,0x84800005f250,\\Users\\Patrick\\AppData\\Roaming\\Microsoft\\Windows\\Recent\\CustomDestinations\\6824f4a902c78fbd.customDestinations-ms
0,0x84800005f3e0,\\Windows\\System32\\ClipSVC.dll
0,0x84800005f570,\\Users\\Patrick\\AppData\\Local\\Microsoft\\OneDrive\\26.022.0203.0006\\OneDriveTelemetryStable.dll
0,0x84800005f700,\\Windows\\System32\\en-US\\notepad.exe.mui
0,0x84800005f890,\\Users\\Patrick\\AppData\\Local\\Microsoft\\Windows\\Caches\\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000001.db
0,0x84800005fd40,\\Program Files\\WindowsApps\\Microsoft.YourPhone_1.25072.79.0_x64__8wekyb3d8bbwe\\resources.pri
0,0x84800005fed0,\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\Administrative Tools\\Event Viewer.lnk
0,0x848000062300,\\Users\\Patrick\\AppData\\Local\\Microsoft\\Windows\\Explorer\\thumbcache_idx.db
0,0x848000062490,\\Users\\Patrick\\Searches\\desktop.ini
0,0x848000062620,\\Program Files\\VMware\\VMware Tools\\plugins\\vmusr\\vmtray.dll
0,0x8480000627b0,\\$Directory
0,0x848000062940,\\Users\\Patrick\\AppData\\Local\\Microsoft\\Windows\\Explorer\\thumbcache_48.db
0,0x848000062ad0,\\Windows\\Temp\\vmware-vmusr-Patrick.log
0,0x848000062c60,\\Windows\\System32
0,0x848000062df0,\\Windows\\System32\\dlnashext.dll
0,0x848000067120,\\Windows\\System32\\SecurityHealthProxyStub.dll
0,0x8480000672b0,\\Users\\Patrick\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe
0,0x848000067440,\\Windows\\Prefetch\\SEARCHFILTERHOST.EXE-44162447.pf
0,0x8480000675d0,\\Program Files\\WindowsApps\\Microsoft.MicrosoftOfficeHub_19.2602.54091.0_x64__8wekyb3d8bbwe\\resources.pri
0,0x848000067760,\\Program Files\\WindowsApps\\Microsoft.WindowsAppRuntime.1.7_7000.770.750.0_x64__8wekyb3d8bbwe\\Microsoft.UI.Xaml.Controls.dll
0,0x8480000678f0,\\Users\\Patrick\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\ConstraintIndex\\Input_{985f3536-b32f-4703-8819-1dde21cc78c1}\\apps.schema
0,0x848000067a80,\\Program Files\\VMware\\VMware Tools\\plugins\\vmusr\\desktopEvents.dll
0,0x848000067c10,\\Windows\\System32\\MicrosoftAccountWAMExtension.dll
0,0x848000067da0,\\Users\\Patrick\\AppData\\Local\\Microsoft\\OneDrive\\26.022.0203.0006\\images\\darkTheme\\FRE_Tutorial_Intro.svg
0,0x848000076100,\\Windows\\System32\\wbem\\WmiApRpl.dll
0,0x848000076290,\\Windows\\System32\\WinMetadata\\Windows.ApplicationModel.winmd
