held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.9231,0.9524,0.9373,0.9244
Cerber::rep2,Cerber,15,0.8,0.725,0.7213,0.8163
Cerber::rep3,Cerber,16,0.9375,0.9444,0.9501,0.9365
Cerber::rep4,Cerber,16,0.6875,0.5259,0.5123,0.6645
Cerber::rep5,Cerber,16,0.8125,0.8611,0.7919,0.8242
Dharma::rep1,Dharma,16,0.8125,0.8175,0.8118,0.8132
Dharma::rep2,Dharma,16,0.875,0.9,0.604,0.9017
Dharma::rep3,Dharma,16,0.875,0.6111,0.5936,0.8454
Dharma::rep4,Dharma,16,0.875,0.8545,0.8545,0.875
Dharma::rep5,Dharma,16,0.6875,0.4722,0.4275,0.6807
Jigsaw::rep1,Jigsaw,16,0.875,0.8222,0.8222,0.875
Jigsaw::rep2,Jigsaw,16,0.875,0.7778,0.6103,0.8768
Jigsaw::rep3,Jigsaw,16,0.8125,0.7361,0.728,0.8284
Jigsaw::rep4,Jigsaw,16,0.875,0.9074,0.7834,0.9016
Jigsaw::rep5,Jigsaw,16,0.875,0.8333,0.8472,0.862
WannaCry::rep1,WannaCry,16,0.875,0.7917,0.7855,0.8753
WannaCry::rep2,WannaCry,16,0.875,0.8413,0.8376,0.875
WannaCry::rep3,WannaCry,16,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,16,0.875,0.8413,0.8376,0.875
WannaCry::rep5,WannaCry,16,0.9375,0.9167,0.9221,0.9359
