held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,1.0,1.0,1.0,1.0
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.9231,0.9524,0.9373,0.9244
Cerber::rep2,Cerber,15,0.9333,0.9583,0.9475,0.9341
Cerber::rep3,Cerber,16,0.875,0.7778,0.8215,0.8687
Cerber::rep4,Cerber,16,0.75,0.7926,0.5725,0.7716
Cerber::rep5,Cerber,16,0.9375,0.9444,0.9501,0.9365
Dharma::rep1,Dharma,16,0.875,0.8889,0.6028,0.9005
Dharma::rep2,Dharma,16,0.875,0.9,0.604,0.9017
Dharma::rep3,Dharma,16,0.875,0.6296,0.604,0.8462
Dharma::rep4,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,16,0.75,0.5,0.4565,0.7459
WannaCry::rep1,WannaCry,16,0.8125,0.8611,0.7857,0.8244
WannaCry::rep2,WannaCry,16,0.875,0.8413,0.8376,0.875
WannaCry::rep3,WannaCry,16,0.875,0.8413,0.8376,0.875
WannaCry::rep4,WannaCry,16,0.875,0.8413,0.8376,0.875
WannaCry::rep5,WannaCry,16,0.875,0.869,0.8607,0.8754
