held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,1.0,1.0,1.0,1.0
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.9231,0.9524,0.9373,0.9244
Cerber::rep2,Cerber,15,0.9333,0.9583,0.9475,0.9341
Cerber::rep3,Cerber,16,1.0,1.0,1.0,1.0
Cerber::rep4,Cerber,16,0.9375,0.963,0.9501,0.9385
Cerber::rep5,Cerber,16,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,16,0.8125,0.85,0.8118,0.8147
Dharma::rep3,Dharma,16,0.875,0.6296,0.604,0.8462
Dharma::rep4,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,16,0.75,0.5,0.4565,0.7459
WannaCry::rep1,WannaCry,16,0.875,0.9167,0.8601,0.8747
WannaCry::rep2,WannaCry,16,0.8125,0.7937,0.7759,0.8179
WannaCry::rep3,WannaCry,16,0.875,0.8413,0.8376,0.875
WannaCry::rep4,WannaCry,16,0.8125,0.7937,0.7759,0.8179
WannaCry::rep5,WannaCry,16,0.875,0.869,0.8607,0.8754
