file_read_rate,file_write_rate,file_delete_rate,file_rename_rate,entropy_of_written_files,file_extension_changes,cpu_usage,memory_usage,process_creation_rate,network_connections,dns_queries_rate,data_upload_volume,registry_modifications,shadow_copy_deletions,privilege_escalation_attempts,suspicious_process_names,unsigned_drivers_loaded,registry_persistence_attempts,stage,stage_name,timestamp,sequence_id,time_offset
5.929591332600968,3.324008568907135,4.0,0.09067705545644385,3.9774371860933844,0.0,48.2730904248147,18.631378022885755,2.0,5.570838102002165,8.0,154.677502904967,3.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:08:27.828762,12.0,0.0
37.47874647165954,4.613249712581664,2.0,1.2018603917077137,3.5290302284991046,1.0,23.104385073842742,46.54588144470697,1.0,3.5461908400860658,2.0,166.75197041593083,3.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:08:27.851357,29.0,0.0
15.292663932179863,3.227839304550354,2.0,0.24578400542137324,3.715592619464032,3.0,29.178309724485853,46.73769869226345,2.0,2.5977433022166303,3.0,3.532858680403508,3.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:08:27.855284,32.0,0.0
22.464041015686753,5.674567372497011,1.0,0.6240943809512782,3.7987797700279384,4.0,45.80244773667821,46.473547995765585,1.0,9.139492174825305,6.0,30.056665064012677,6.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:08:47.828762,12.0,20.0
10.481258201072254,1.350393762148799,0.0,0.15037432721841917,3.517823764611076,1.0,26.14640434008271,26.033115073005842,5.0,10.681012526212895,8.0,21.2217345153298,7.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:08:47.851357,29.0,20.0
52.79530731027937,7.773446288686988,1.0,1.4976463361704644,4.24905612727984,2.0,19.855191532063436,49.14318991252269,3.0,30.90844413094405,8.0,37.54703353784334,3.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:08:47.855284,32.0,20.0
17.743976495606354,10.638562869033969,0.0,0.29717295931732646,3.768920335239455,1.0,20.617486700202843,34.27178779397735,1.0,1.4486071298156902,2.0,95.83967934837287,2.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:09:07.828762,12.0,40.0
29.725086895692176,11.497492810763672,2.0,0.1049544484754473,4.583467685236037,2.0,38.35628689582346,50.72461451748049,3.0,28.50280622381067,9.0,13.634990480466499,5.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:09:07.851357,29.0,40.0
21.814986296713744,10.855686646079745,3.586068796667629,0.7280754955732951,4.628820951035098,1.1953562655558763,2.916601618727287,49.8215898171637,0.0,15.510984130316936,4.781425062223505,56.03684175394349,5.976781327779381,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:09:07.855284,32.0,40.0
3.423310459110813,0.2928225889928624,1.0,5.063065935883276,4.986244837289594,0.0,25.728033969030577,43.73960299270726,4.0,14.26018296720309,4.0,15.89105544597484,1.0,0.0,0.0,0.0,0.0,0.0,0,benign,2026-01-14 21:09:27.828762,12.0,60.0
