held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep5,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.8462,0.7045,0.7045,0.8462
Cerber::rep2,Cerber,15,0.9333,0.75,0.8148,0.9235
Cerber::rep3,Cerber,16,0.9375,0.75,0.8161,0.9282
Cerber::rep4,Cerber,16,0.8125,0.4643,0.4483,0.7845
Cerber::rep5,Cerber,16,0.9375,0.9643,0.8815,0.9426
Dharma::rep1,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,16,0.9375,0.9375,0.4839,0.9677
Dharma::rep3,Dharma,16,0.9375,0.5,0.4839,0.9073
Dharma::rep4,Dharma,16,0.9375,0.9375,0.4839,0.9677
Dharma::rep5,Dharma,16,0.875,0.4667,0.4667,0.875
WannaCry::rep1,WannaCry,16,0.8125,0.8167,0.8057,0.8148
WannaCry::rep2,WannaCry,16,0.8125,0.8333,0.8118,0.8103
WannaCry::rep3,WannaCry,16,0.9375,0.9444,0.9373,0.9377
WannaCry::rep4,WannaCry,16,0.8125,0.8175,0.8118,0.8132
WannaCry::rep5,WannaCry,16,0.9375,0.9444,0.9373,0.9377
