held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,1.0,1.0,1.0,1.0
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,4,0.5,0.3333,0.3333,0.5
Cerber::rep2,Cerber,4,1.0,1.0,1.0,1.0
Cerber::rep3,Cerber,3,1.0,1.0,1.0,1.0
Cerber::rep4,Cerber,8,0.875,0.875,0.4667,0.9333
Cerber::rep5,Cerber,5,0.8,0.875,0.7619,0.819
Dharma::rep1,Dharma,4,0.5,0.3333,0.2222,0.5
Dharma::rep2,Dharma,4,0.75,0.8333,0.6,0.85
Dharma::rep3,Dharma,4,0.5,0.3333,0.2222,0.5
Dharma::rep4,Dharma,6,0.5,0.375,0.2222,0.4444
Dharma::rep5,Dharma,8,0.875,0.5,0.3333,0.875
WannaCry::rep1,WannaCry,7,0.8571,0.6667,0.6,0.8
WannaCry::rep2,WannaCry,4,1.0,1.0,1.0,1.0
WannaCry::rep3,WannaCry,4,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,6,1.0,1.0,1.0,1.0
WannaCry::rep5,WannaCry,4,1.0,1.0,1.0,1.0
