held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.9231,0.9524,0.9373,0.9244
Cerber::rep2,Cerber,15,0.8667,0.7667,0.7767,0.8649
Cerber::rep3,Cerber,16,0.875,0.7778,0.8215,0.8687
Cerber::rep4,Cerber,16,0.6875,0.5259,0.5123,0.6645
Cerber::rep5,Cerber,16,0.875,0.9028,0.8614,0.8784
Dharma::rep1,Dharma,16,0.8125,0.8175,0.8118,0.8132
Dharma::rep2,Dharma,16,0.875,0.9,0.604,0.9017
Dharma::rep3,Dharma,16,0.875,0.6111,0.5936,0.8454
Dharma::rep4,Dharma,16,0.8125,0.8091,0.5524,0.8393
Dharma::rep5,Dharma,16,0.6875,0.4722,0.4275,0.6807
Jigsaw::rep1,Jigsaw,16,0.875,0.8667,0.8667,0.875
Jigsaw::rep2,Jigsaw,16,0.875,0.8333,0.775,0.8562
Jigsaw::rep3,Jigsaw,16,0.8125,0.7976,0.7976,0.8125
Jigsaw::rep4,Jigsaw,16,0.875,0.9271,0.8356,0.9013
Jigsaw::rep5,Jigsaw,16,0.875,0.8875,0.887,0.8744
WannaCry::rep1,WannaCry,16,0.875,0.8393,0.828,0.8761
WannaCry::rep2,WannaCry,16,0.9375,0.9583,0.9416,0.9391
WannaCry::rep3,WannaCry,16,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,16,0.8125,0.8333,0.8167,0.8125
WannaCry::rep5,WannaCry,16,0.9375,0.875,0.8889,0.9306
