held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,5,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8333,0.8,0.8
Benign::rep2,Benign,5,0.8,0.75,0.7619,0.781
Benign::rep3,Benign,5,1.0,1.0,1.0,1.0
Benign::rep4,Benign,5,0.8,0.5,0.4444,0.7111
Benign::rep5,Benign,5,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,0.8,0.5,0.4444,0.7111
Benign::rep7,Benign,5,0.8,0.5,0.4444,0.7111
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,8,1.0,1.0,1.0,1.0
Cerber::rep2,Cerber,10,0.9,0.9444,0.6471,0.9471
Cerber::rep3,Cerber,11,0.9091,0.95,0.6491,0.9522
Cerber::rep4,Cerber,11,0.8182,0.9,0.6296,0.899
Cerber::rep5,Cerber,11,0.9091,0.95,0.6491,0.9522
Dharma::rep1,Dharma,11,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,11,1.0,1.0,1.0,1.0
Dharma::rep3,Dharma,11,0.9091,0.5,0.4762,0.8658
Dharma::rep4,Dharma,11,0.9091,0.9091,0.4762,0.9524
Dharma::rep5,Dharma,11,0.8182,0.45,0.3,0.8182
Jigsaw::rep1,Jigsaw,11,0.8182,0.75,0.5556,0.8788
Jigsaw::rep2,Jigsaw,11,0.7273,0.625,0.4667,0.7818
Jigsaw::rep3,Jigsaw,11,0.6364,0.5536,0.441,0.7329
Jigsaw::rep4,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep5,Jigsaw,11,0.6364,0.6,0.4444,0.697
WannaCry::rep1,WannaCry,11,0.6364,0.5536,0.5417,0.5985
WannaCry::rep2,WannaCry,11,0.8182,0.75,0.7708,0.7992
WannaCry::rep3,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,11,0.9091,0.875,0.8952,0.9056
WannaCry::rep5,WannaCry,11,0.9091,0.875,0.8952,0.9056
