held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,5,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,5,0.8,0.8333,0.6,0.88
Benign::rep3,Benign,5,1.0,1.0,1.0,1.0
Benign::rep4,Benign,5,1.0,1.0,1.0,1.0
Benign::rep5,Benign,5,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,0.8,0.5,0.4444,0.7111
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,0.8,0.875,0.7619,0.819
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,8,1.0,1.0,1.0,1.0
Cerber::rep2,Cerber,10,0.9,0.5,0.4737,0.8526
Cerber::rep3,Cerber,11,1.0,1.0,1.0,1.0
Cerber::rep4,Cerber,11,0.9091,0.5,0.4762,0.8658
Cerber::rep5,Cerber,11,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,11,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,11,0.9091,0.9091,0.4762,0.9524
Dharma::rep3,Dharma,11,0.9091,0.5,0.4762,0.8658
Dharma::rep4,Dharma,11,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,11,0.9091,0.5,0.4762,0.8658
Jigsaw::rep1,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep2,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep3,Jigsaw,11,0.9091,0.9286,0.641,0.951
Jigsaw::rep4,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep5,Jigsaw,11,1.0,1.0,1.0,1.0
WannaCry::rep1,WannaCry,11,0.9091,0.9286,0.906,0.9106
WannaCry::rep2,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep3,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,11,0.9091,0.9286,0.906,0.9106
WannaCry::rep5,WannaCry,11,1.0,1.0,1.0,1.0
