held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,15,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,15,1.0,1.0,1.0,1.0
Benign::rep3,Benign,15,1.0,1.0,1.0,1.0
Benign::rep4,Benign,15,1.0,1.0,1.0,1.0
Benign::rep5,Benign,15,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,18,1.0,1.0,1.0,1.0
Cerber::rep2,Cerber,20,0.95,0.9697,0.9585,0.9507
Cerber::rep3,Cerber,21,0.9048,0.9048,0.6975,0.9217
Cerber::rep4,Cerber,21,0.8571,0.8611,0.661,0.8745
Cerber::rep5,Cerber,21,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,21,0.9524,0.9615,0.9506,0.9528
Dharma::rep2,Dharma,21,0.9048,0.9286,0.6188,0.9265
Dharma::rep3,Dharma,21,0.9524,0.6667,0.6543,0.9295
Dharma::rep4,Dharma,21,0.9524,0.9167,0.9384,0.951
Dharma::rep5,Dharma,21,0.8095,0.5417,0.5011,0.8025
WannaCry::rep1,WannaCry,21,0.8571,0.8917,0.838,0.8638
WannaCry::rep2,WannaCry,21,0.9048,0.875,0.875,0.9048
WannaCry::rep3,WannaCry,21,0.9048,0.8556,0.8517,0.9049
WannaCry::rep4,WannaCry,21,0.9524,0.9167,0.9328,0.9504
WannaCry::rep5,WannaCry,21,0.8095,0.7963,0.7951,0.8085
