held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,15,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,15,1.0,1.0,1.0,1.0
Benign::rep3,Benign,15,1.0,1.0,1.0,1.0
Benign::rep4,Benign,15,1.0,1.0,1.0,1.0
Benign::rep5,Benign,15,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,18,0.9444,0.8889,0.9175,0.9402
Cerber::rep2,Cerber,20,0.95,0.9697,0.9585,0.9507
Cerber::rep3,Cerber,21,1.0,1.0,1.0,1.0
Cerber::rep4,Cerber,21,0.9524,0.9722,0.9599,0.9532
Cerber::rep5,Cerber,21,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,21,0.9524,0.9375,0.9481,0.9517
Dharma::rep2,Dharma,21,0.9524,0.9643,0.9481,0.9531
Dharma::rep3,Dharma,21,0.9524,0.6667,0.6543,0.9295
Dharma::rep4,Dharma,21,0.9048,0.8833,0.6141,0.9264
Dharma::rep5,Dharma,21,0.9048,0.5833,0.5732,0.8817
WannaCry::rep1,WannaCry,21,0.9524,0.9667,0.9628,0.9525
WannaCry::rep2,WannaCry,21,0.9524,0.9167,0.9328,0.9504
WannaCry::rep3,WannaCry,21,0.9524,0.9667,0.9348,0.9545
WannaCry::rep4,WannaCry,21,0.9524,0.9167,0.9328,0.9504
WannaCry::rep5,WannaCry,21,0.9524,0.9444,0.9441,0.952
