held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,5,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,5,1.0,1.0,1.0,1.0
Benign::rep3,Benign,5,1.0,1.0,1.0,1.0
Benign::rep4,Benign,5,1.0,1.0,1.0,1.0
Benign::rep5,Benign,5,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
WannaCry::rep1,WannaCry,11,0.9091,0.9286,0.906,0.9106
WannaCry::rep2,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep3,WannaCry,11,0.8182,0.8571,0.8167,0.8212
WannaCry::rep4,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep5,WannaCry,11,0.9091,0.9286,0.906,0.9106
