held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,5,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,5,1.0,1.0,1.0,1.0
Benign::rep3,Benign,5,1.0,1.0,1.0,1.0
Benign::rep4,Benign,5,1.0,1.0,1.0,1.0
Benign::rep5,Benign,5,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,11,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,11,0.9091,0.875,0.8952,0.9056
Dharma::rep3,Dharma,11,0.9091,0.875,0.8952,0.9056
Dharma::rep4,Dharma,11,0.8182,0.75,0.7708,0.7992
Dharma::rep5,Dharma,11,0.7273,0.625,0.6118,0.6695
