held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,5,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,5,1.0,1.0,1.0,1.0
Benign::rep3,Benign,5,1.0,1.0,1.0,1.0
Benign::rep4,Benign,5,1.0,1.0,1.0,1.0
Benign::rep5,Benign,5,0.6,0.6,0.25,0.75
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,8,0.875,0.6667,0.6,0.825
Cerber::rep2,Cerber,10,0.8,0.625,0.5333,0.8133
Cerber::rep3,Cerber,11,0.9091,0.6667,0.6,0.8727
Cerber::rep4,Cerber,11,0.8182,0.625,0.5333,0.8
Cerber::rep5,Cerber,11,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,11,0.9091,0.9091,0.4762,0.9524
Dharma::rep2,Dharma,11,0.9091,0.9091,0.4762,0.9524
Dharma::rep3,Dharma,11,0.8182,0.3333,0.3158,0.7751
Dharma::rep4,Dharma,11,0.8182,0.9,0.6944,0.8535
Dharma::rep5,Dharma,11,0.8182,0.3333,0.3158,0.7751
Jigsaw::rep1,Jigsaw,11,0.9091,0.8889,0.8667,0.9091
Jigsaw::rep2,Jigsaw,11,0.9091,0.8333,0.8632,0.8974
Jigsaw::rep3,Jigsaw,11,0.9091,0.8333,0.8632,0.8974
Jigsaw::rep4,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep5,Jigsaw,11,0.6364,0.6667,0.5231,0.4951
WannaCry::rep1,WannaCry,11,0.7273,0.8056,0.7146,0.73
WannaCry::rep2,WannaCry,11,0.9091,0.9333,0.9259,0.9091
WannaCry::rep3,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep5,WannaCry,11,0.9091,0.8333,0.8519,0.899
