held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,5,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,5,1.0,1.0,1.0,1.0
Benign::rep3,Benign,5,1.0,1.0,1.0,1.0
Benign::rep4,Benign,5,1.0,1.0,1.0,1.0
Benign::rep5,Benign,5,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,8,0.875,0.6667,0.6,0.825
Cerber::rep2,Cerber,10,1.0,1.0,1.0,1.0
Cerber::rep3,Cerber,11,0.9091,0.6667,0.6,0.8727
Cerber::rep4,Cerber,11,0.9091,0.9583,0.9111,0.9152
Cerber::rep5,Cerber,11,0.9091,0.6667,0.6,0.8727
Dharma::rep1,Dharma,11,0.9091,0.9091,0.4762,0.9524
Dharma::rep2,Dharma,11,0.8182,0.8182,0.45,0.9
Dharma::rep3,Dharma,11,0.8182,0.3333,0.3,0.7364
Dharma::rep4,Dharma,11,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,11,0.9091,0.6667,0.6491,0.866
Jigsaw::rep1,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep2,Jigsaw,11,0.7273,0.6111,0.6077,0.7126
Jigsaw::rep3,Jigsaw,11,0.9091,0.8889,0.9077,0.9035
Jigsaw::rep4,Jigsaw,11,1.0,1.0,1.0,1.0
Jigsaw::rep5,Jigsaw,11,0.7273,0.75,0.6778,0.6697
WannaCry::rep1,WannaCry,11,0.9091,0.9444,0.9327,0.91
WannaCry::rep2,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep3,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,11,1.0,1.0,1.0,1.0
WannaCry::rep5,WannaCry,11,0.9091,0.9333,0.8963,0.9131
