TreeDepth,PID,Process,Offset,Start VPN,End VPN,Tag,Protection,CommitCharge,PrivateMemory,Parent,File,File output
0,4,System,0xffffbe884cc75830,0x7ffe6000,0x7ffe6fff,VadS,PAGE_READONLY,1,1,0x0,N/A,Disabled
0,4,System,0xffffbe884cc754c0,0x7ffe0000,0x7ffe0fff,VadS,PAGE_READONLY,1,1,0xffffbe884cc75830,N/A,Disabled
0,4,System,0xffffbe884e382de0,0x77b60000,0x77d02fff,Vad ,PAGE_EXECUTE_WRITECOPY,9,0,0xffffbe884cc754c0,\\Windows\\SysWOW64\\ntdll.dll,Disabled
0,4,System,0xffffbe884e382700,0x7ffe77dd0000,0x7ffe77e01fff,Vad ,PAGE_EXECUTE_WRITECOPY,9,0,0xffffbe884cc75830,\\Windows\\System32\\vertdll.dll,Disabled
0,4,System,0xffffbe884e398500,0x2f39d670000,0x2f39d670fff,Vad ,PAGE_READWRITE,0,0,0xffffbe884e382700,N/A,Disabled
0,4,System,0xffffbe884e382660,0x7ffe77e10000,0x7ffe78005fff,Vad ,PAGE_EXECUTE_WRITECOPY,16,0,0xffffbe884e382700,\\Windows\\System32\\ntdll.dll,Disabled
0,92,Registry,0xffffbe884e3881a0,0x1e2b1990000,0x1e2b1b8ffff,Vad ,PAGE_READONLY,29,0,0x0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386620,0x1e2afb80000,0x1e2afd7ffff,Vad ,PAGE_READONLY,31,0,0xffffbe884e3881a0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e385180,0x1e2aeb80000,0x1e2aed7ffff,Vad ,PAGE_READONLY,6,0,0xffffbe884e386620,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e385680,0x1e2ae380000,0x1e2ae57ffff,Vad ,PAGE_READONLY,114,0,0xffffbe884e385180,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe8853632200,0x1e2addc0000,0x1e2addcffff,Vad ,PAGE_READONLY,1,0,0xffffbe884e385680,\\Users\\Patrick\\AppData\\Local\\Packages\\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\\Settings\\settings.dat,Disabled
0,92,Registry,0xffffbe88530716e0,0x1e2add80000,0x1e2addbffff,Vad ,PAGE_READONLY,36,0,0xffffbe8853632200,\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\MicrosoftWindows.Client.CBS_120.2212.31.0_x64__cw5n1h2txyewy\\ActivationStore.dat,Disabled
0,92,Registry,0xffffbe884e3857c0,0x1e2ae180000,0x1e2ae37ffff,Vad ,PAGE_READONLY,21,0,0xffffbe8853632200,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3859a0,0x1e2ae780000,0x1e2ae97ffff,Vad ,PAGE_READONLY,66,0,0xffffbe884e385680,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e385720,0x1e2ae580000,0x1e2ae77ffff,Vad ,PAGE_READONLY,57,0,0xffffbe884e3859a0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e384e60,0x1e2ae980000,0x1e2aeb7ffff,Vad ,PAGE_READONLY,1,0,0xffffbe884e3859a0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386440,0x1e2af380000,0x1e2af57ffff,Vad ,PAGE_READONLY,2,0,0xffffbe884e385180,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e385cc0,0x1e2aef80000,0x1e2af17ffff,Vad ,PAGE_READONLY,70,0,0xffffbe884e386440,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e385900,0x1e2aed80000,0x1e2aef7ffff,Vad ,PAGE_READONLY,35,0,0xffffbe884e385cc0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e387340,0x1e2af180000,0x1e2af37ffff,Vad ,PAGE_READONLY,15,0,0xffffbe884e385cc0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386da0,0x1e2af780000,0x1e2af97ffff,Vad ,PAGE_READONLY,5,0,0xffffbe884e386440,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386580,0x1e2af580000,0x1e2af77ffff,Vad ,PAGE_READONLY,3,0,0xffffbe884e386da0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e387200,0x1e2af980000,0x1e2afb7ffff,Vad ,PAGE_READONLY,13,0,0xffffbe884e386da0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386800,0x1e2b0b80000,0x1e2b0d7ffff,Vad ,PAGE_READONLY,5,0,0xffffbe884e386620,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386d00,0x1e2b0380000,0x1e2b057ffff,Vad ,PAGE_READONLY,2,0,0xffffbe884e386800,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386760,0x1e2aff80000,0x1e2b017ffff,Vad ,PAGE_READONLY,8,0,0xffffbe884e386d00,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3869e0,0x1e2afd80000,0x1e2aff7ffff,Vad ,PAGE_READONLY,16,0,0xffffbe884e386760,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386ee0,0x1e2b0180000,0x1e2b037ffff,Vad ,PAGE_READONLY,2,0,0xffffbe884e386760,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3866c0,0x1e2b0780000,0x1e2b097ffff,Vad ,PAGE_READONLY,8,0,0xffffbe884e386d00,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e387160,0x1e2b0580000,0x1e2b077ffff,Vad ,PAGE_READONLY,2,0,0xffffbe884e3866c0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e387020,0x1e2b0980000,0x1e2b0b7ffff,Vad ,PAGE_READONLY,5,0,0xffffbe884e3866c0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3861c0,0x1e2b1380000,0x1e2b157ffff,Vad ,PAGE_READONLY,19,0,0xffffbe884e386800,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3873e0,0x1e2b0f80000,0x1e2b117ffff,Vad ,PAGE_READONLY,95,0,0xffffbe884e3861c0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3868a0,0x1e2b0d80000,0x1e2b0f7ffff,Vad ,PAGE_READONLY,0,0,0xffffbe884e3873e0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386c60,0x1e2b1180000,0x1e2b137ffff,Vad ,PAGE_READONLY,24,0,0xffffbe884e3873e0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e388740,0x1e2b1590000,0x1e2b178ffff,Vad ,PAGE_READONLY,24,0,0xffffbe884e3861c0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386120,0x1e2b1580000,0x1e2b158ffff,Vad ,PAGE_READONLY,7,0,0xffffbe884e388740,\\EFI\\Microsoft\\Boot\\BCD,Disabled
0,92,Registry,0xffffbe884e3884c0,0x1e2b1790000,0x1e2b198ffff,Vad ,PAGE_READONLY,32,0,0xffffbe884e388740,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe8852216c90,0x1e2b2730000,0x1e2b292ffff,Vad ,PAGE_READONLY,17,0,0xffffbe884e3881a0,\\Users\\Patrick\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat,Disabled
0,92,Registry,0xffffbe884d0374d0,0x1e2b2430000,0x1e2b246ffff,Vad ,PAGE_READONLY,7,0,0xffffbe8852216c90,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT,Disabled
0,92,Registry,0xffffbe884e387ca0,0x1e2b2190000,0x1e2b238ffff,Vad ,PAGE_READONLY,56,0,0xffffbe884d0374d0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e382f20,0x1e2b1d90000,0x1e2b1f8ffff,Vad ,PAGE_READONLY,13,0,0xffffbe884e387ca0,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e387ac0,0x1e2b1b90000,0x1e2b1d8ffff,Vad ,PAGE_READONLY,28,0,0xffffbe884e382f20,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e386300,0x1e2b1f90000,0x1e2b218ffff,Vad ,PAGE_READONLY,48,0,0xffffbe884e382f20,\\Windows\\System32\\config\\SOFTWARE,Disabled
0,92,Registry,0xffffbe884e3986e0,0x1e2b2410000,0x1e2b241ffff,Vad ,PAGE_READONLY,2,0,0xffffbe884e387ca0,\\Windows\\System32\\config\\SECURITY,Disabled
0,92,Registry,0xffffbe884e38af40,0x1e2b2390000,0x1e2b240ffff,Vad ,PAGE_READONLY,20,0,0xffffbe884e3986e0,\\Windows\\System32\\config\\DEFAULT,Disabled
0,92,Registry,0xffffbe884e39b0c0,0x1e2b2420000,0x1e2b242ffff,Vad ,PAGE_READONLY,0,0,0xffffbe884e3986e0,\\Windows\\System32\\config\\SAM,Disabled
0,92,Registry,0xffffbe884ee4dd50,0x1e2b24f0000,0x1e2b252ffff,Vad ,PAGE_READONLY,3,0,0xffffbe884d0374d0,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT,Disabled
