held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,1.0,1.0,1.0,1.0
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,0.9231,0.9167,0.9302,0.9201
Cerber::rep2,Cerber,15,0.9333,0.9583,0.9475,0.9341
Cerber::rep3,Cerber,16,1.0,1.0,1.0,1.0
Cerber::rep4,Cerber,16,0.9375,0.963,0.9501,0.9385
Cerber::rep5,Cerber,16,0.9375,0.9583,0.9111,0.9417
Dharma::rep1,Dharma,16,0.9375,0.9286,0.9352,0.9367
Dharma::rep2,Dharma,16,0.875,0.9,0.604,0.9017
Dharma::rep3,Dharma,16,0.9375,0.6667,0.6491,0.9079
Dharma::rep4,Dharma,16,0.75,0.7091,0.4949,0.7708
Dharma::rep5,Dharma,16,0.8125,0.5278,0.496,0.7946
WannaCry::rep1,WannaCry,16,0.9375,0.9583,0.9521,0.9378
WannaCry::rep2,WannaCry,16,0.9375,0.8889,0.9111,0.9333
WannaCry::rep3,WannaCry,16,1.0,1.0,1.0,1.0
WannaCry::rep4,WannaCry,16,0.9375,0.9524,0.9267,0.9396
WannaCry::rep5,WannaCry,16,0.9375,0.9167,0.9221,0.9359
