held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,1.0,1.0,1.0,1.0
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,1.0,1.0,1.0,1.0
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,1.0,1.0,1.0,1.0
Cerber::rep1,Cerber,13,1.0,1.0,1.0,1.0
Cerber::rep2,Cerber,15,1.0,1.0,1.0,1.0
Cerber::rep3,Cerber,16,0.9375,0.75,0.8161,0.9282
Cerber::rep4,Cerber,16,1.0,1.0,1.0,1.0
Cerber::rep5,Cerber,16,1.0,1.0,1.0,1.0
Dharma::rep1,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,16,0.875,0.7949,0.5744,0.9
Dharma::rep3,Dharma,16,0.8125,0.553,0.5399,0.7853
Dharma::rep4,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,16,0.9375,0.6667,0.6543,0.9074
WannaCry::rep1,WannaCry,16,0.8125,0.8492,0.8199,0.8138
WannaCry::rep2,WannaCry,16,0.9375,0.9444,0.9475,0.9367
WannaCry::rep3,WannaCry,16,0.875,0.8857,0.8783,0.875
WannaCry::rep4,WannaCry,16,0.9375,0.9444,0.9475,0.9367
WannaCry::rep5,WannaCry,16,0.875,0.9167,0.9107,0.8739
